month,region,????,?????,????,???????,????,?????,????,???????,????
2008?7?,??,"784,143",29.4,"3,984,005,288",-0.4,"874,120",67.5,"1,888,981,397",23.5,"-89,977"
2008?8?,??,"926,243",33.9,"4,506,324,736",-2.3,"983,181",63.8,"2,180,662,402",21.3,"-56,938"
2008?9?,??,"1,062,053",36.3,"5,076,439,523",1.7,"1,065,064",60.9,"2,315,203,048",20.0,"-3,011"
2008?10?,??,"1,197,133",34.2,"5,678,176,902",5.7,"1,232,808",58.6,"2,621,011,371",13.8,"-35,675"
2008?11?,??,"1,306,575",30.4,"6,301,530,795",9.0,"1,319,399",51.0,"2,815,550,924",10.6,"-12,824"
2008?12?,??,"1,423,528",26.5,"6,650,734,682",6.0,"1,408,853",47.0,"3,044,157,673",14.6,"14,675"
2007?,??,"1,125,634",10.7,"6,274,778,196",-1.4,"958,254",12.7,"2,656,534,753",23.0,"167,380"
2007?1?,??,"75,337",9.8,"473,273,530",8.6,"69,817",24.2,"189,277,347",71.6,"5,520"
2007?2?,??,"154,561",3.3,"1,149,339,899",13.4,"129,565",21.9,"365,625,750",64.1,"24,996"
2007?3?,??,"253,594",7.0,"1,765,198,087",15.6,"201,994",13.3,"590,354,710",20.9,"51,600"
2007?4?,??,"340,270",9.1,"2,422,584,037",24.0,"278,809",14.7,"867,996,919",30.6,"61,461"
2007?5?,??,"430,563",10.2,"3,002,430,857",18.5,"359,387",3.9,"1,106,669,067",27.5,"71,176"
2007?6?,??,"519,034",6.5,"3,484,837,618",11.1,"440,554",-0.6,"1,332,901,302",32.9,"78,480"
2007?7?,??,"606,090",5.4,"3,998,690,329",9.2,"521,973",2.9,"1,529,919,921",25.8,"84,117"
2007?8?,??,"691,749",6.4,"4,613,871,101",8.6,"600,123",6.4,"1,797,788,964",28.2,"91,626"
2007?9?,??,"778,926",5.1,"4,992,872,064",3.3,"661,757",3.6,"1,929,968,942",17.3,"117,169"
2007?10?,??,"892,336",8.5,"5,370,068,428",0.7,"777,222",11.3,"2,302,855,207",31.4,"115,114"
2007?11?,??,"1,001,756",8.9,"5,783,697,138",1.6,"873,930",12.3,"2,544,872,923",27.5,"127,826"
2007?12?,??,"1,125,634",10.7,"6,274,778,196",-1.4,"958,254",12.7,"2,656,534,753",23.0,"167,380"
2006?,??,"1,017,289",18.8,"6,362,089,851",3.4,"850,071",17.6,"2,159,729,384",8.8,"167,218"
2006?1?,??,"68,582",28.7,"435,785,943",40.8,"56,230",1.6,"110,326,468",-13.2,"12,352"
2006?2?,??,"149,593",31.8,"1,013,310,229",8.8,"106,253",12.4,"222,783,243",-12.8,"43,340"
2006?3?,??,"236,944",33.0,"1,526,647,613",5.0,"178,256",17.8,"488,454,880",9.4,"58,688"
2006?4?,??,"311,962",26.7,"1,953,478,564",-6.2,"243,050",17.9,"664,599,355",4.3,"68,912"
2006?5?,??,"390,599",24.1,"2,532,990,614",-2.7,"345,971",35.1,"868,312,016",16.0,"44,628"
2006?6?,??,"487,359",25.3,"3,136,073,559",-1.5,"443,329",38.2,"1,003,050,931",9.3,"44,030"
2006?7?,??,"575,150",26.4,"3,661,826,433",-1.5,"507,122",30.2,"1,216,036,749",-3.1,"68,028"
2006?8?,??,"649,880",23.9,"4,246,550,305",-0.3,"564,278",27.8,"1,402,220,709",1.0,"85,602"
2006?9?,??,"741,226",22.1,"4,835,603,653",2.9,"638,722",25.1,"1,644,740,789",10.0,"102,504"
2006?10?,??,"822,298",19.7,"5,331,554,966",2.7,"698,402",22.5,"1,752,301,137",9.2,"123,896"
2006?11?,??,"919,890",19.5,"5,690,125,194",-1.3,"777,937",19.0,"1,995,765,980",5.2,"141,953"
2006?12?,??,"1,017,289",18.8,"6,362,089,851",3.4,"850,071",17.6,"2,159,729,384",8.8,"167,218"
2005?,??,"856,382",33.5,"6,150,616,461",43.6,"722,576",23.3,"1,984,883,518",-10.8,"133,806"
2005?1?,??,"53,308",40.3,"309,410,976",18.9,"55,368",51.5,"127,039,119",-7.1,"-2,060"
2005?2?,??,"113,469",43.5,"931,168,756",120.9,"94,549",29.1,"255,349,056",-29.9,"18,920"
2005?3?,??,"178,194",40.5,"1,454,542,945",115.6,"151,260",38.0,"446,547,034",-3.3,"26,934"
2005?4?,??,"246,131",37.2,"2,081,925,501",129.3,"206,095",30.5,"637,497,076",-2.4,"40,036"
2005?5?,??,"314,637",38.1,"2,602,607,413",118.1,"256,024",17.5,"748,412,828",-16.6,"58,613"
2005?6?,??,"388,918",36.9,"3,184,144,093",99.6,"320,703",18.6,"917,946,110",-16.5,"68,215"
2005?7?,??,"454,859",37.9,"3,716,372,298",95.9,"389,448",21.0,"1,254,383,116",-5.4,"65,411"
2005?8?,??,"524,371",33.2,"4,258,274,528",80.7,"441,453",19.3,"1,387,989,251",-7.3,"82,918"
2005?9?,??,"607,039",36.5,"4,697,460,660",72.8,"510,575",21.0,"1,495,784,861",-14.4,"96,464"
2005?10?,??,"687,111",33.2,"5,193,853,025",56.3,"569,901",20.3,"1,604,441,895",-17.3,"117,210"
2005?11?,??,"769,734",34.0,"5,766,938,767",57.0,"653,645",24.8,"1,896,693,635",-4.9,"116,089"
2005?12?,??,"856,382",33.5,"6,150,616,461",43.6,"722,576",23.3,"1,984,883,518",-10.8,"133,806"
2004?,??,"641,502",35.8,"4,282,050,877",48.0,"586,046",55.1,"2,225,831,394",18.7,"55,456"
2004?1?,??,"37,995",26.0,"260,242,450",-3.8,"36,555",25.5,"136,804,962",-1.5,"1,440"
2004?2?,??,"79,081",21.8,"421,597,303",-12.2,"73,259",36.3,"364,149,039",56.7,"5,822"
2004?3?,??,"126,847",23.0,"674,648,754",-13.0,"109,637",26.2,"461,742,527",-7.4,"17,210"
2004?4?,??,"179,437",27.5,"908,084,583",-15.7,"157,923",30.7,"653,235,103",-0.3,"21,514"
2004?5?,??,"227,912",26.4,"1,193,540,216",-7.1,"217,887",45.9,"897,436,270",12.3,"10,025"
2004?6?,??,"284,047",28.6,"1,595,125,414",8.1,"270,445",49.9,"1,098,686,653",15.5,"13,602"
2004?7?,??,"329,810",27.7,"1,896,752,894",9.1,"321,913",52.4,"1,326,126,288",19.7,"7,897"
2004?8?,??,"393,647",34.7,"2,357,060,425",18.5,"370,008",57.2,"1,497,155,549",19.2,"23,639"
2004?9?,??,"444,576",33.3,"2,719,048,619",16.9,"422,028",57.5,"1,746,504,784",26.2,"22,548"
2004?10?,??,"515,713",36.5,"3,323,598,823",30.0,"473,785",54.2,"1,940,049,543",25.0,"41,928"
2004?11?,??,"574,275",37.9,"3,672,724,485",35.4,"523,591",53.7,"1,994,837,988",16.1,"50,684"
2004?12?,??,"641,502",35.8,"4,282,050,877",48.0,"586,046",55.1,"2,225,831,394",18.7,"55,456"
2003?,??,"472,396",27.1,"2,893,536,105",2.4,"377,960",14.7,"1,875,921,313",1.9,"94,436"
2003?1?,??,"30,160",33.3,"270,500,451",86.4,"29,121",7.6,"138,913,455",32.2,"1,039"
2003?2?,??,"64,945",51.9,"479,983,268",66.6,"53,763",-5.1,"232,440,869",-14.6,"11,182"
2003?3?,??,"103,164",40.3,"775,663,777",23.8,"86,908",4.4,"498,789,064",16.3,"16,256"
2003?4?,??,"140,749",32.4,"1,077,588,547",7.4,"120,862",6.4,"655,375,320",11.5,"19,887"
2003?5?,??,"180,268",27.9,"1,284,327,105",-5.4,"149,365",3.4,"799,189,017",6.3,"30,903"
2003?6?,??,"220,813",24.7,"1,475,877,407",-8.1,"180,460",1.9,"950,917,554",-0.4,"40,353"
2003?7?,??,"258,309",22.1,"1,737,778,593",-9.4,"211,188",3.6,"1,107,558,140",1.1,"47,121"
2003?8?,??,"292,272",20.7,"1,989,172,898",-7.3,"235,386",4.3,"1,256,147,413",1.9,"56,886"
2003?9?,??,"333,421",24.7,"2,326,650,729",3.0,"267,877",8.4,"1,383,574,687",5.0,"65,544"
2003?10?,??,"377,735",25.6,"2,555,880,148",8.1,"307,239",12.0,"1,551,883,250",2.9,"70,496"
2003?11?,??,"416,465",23.6,"2,712,454,092",7.6,"340,567",13.5,"1,718,045,352",4.0,"75,898"
2003?12?,??,"472,396",27.1,"2,893,536,105",2.4,"377,960",14.7,"1,875,921,313",1.9,"94,436"
2002?,??,"371,794",21.3,"2,825,674,420",327.5,"329,401",3.1,"1,841,184,889",-6.8,"42,393"
2002?1?,??,"22,623",2.1,"145,155,202",186.7,"27,065",21.3,"105,108,761",-32.2,"-4,442"
2002?2?,??,"42,741",-9.9,"288,101,821",228.1,"56,652",29.0,"272,109,740",-10.3,"-13,911"
2002?3?,??,"73,509",-4.4,"626,516,904",321.5,"83,272",18.1,"428,748,562",-17.1,"-9,763"
2002?4?,??,"106,309",6.0,"1,002,978,538",437.5,"113,562",16.2,"587,837,205",-17.4,"-7,253"
2002?5?,??,"140,990",10.6,"1,357,576,328",467.2,"144,395",14.0,"752,056,713",-19.0,"-3,405"
2002?6?,??,"177,136",12.3,"1,605,290,218",430.0,"177,127",14.8,"954,908,941",-7.3,9
2002?7?,??,"211,529",17.9,"1,917,238,661",457.6,"203,798",15.5,"1,095,564,765",-7.5,"7,731"
2002?8?,??,"242,153",21.1,"2,146,317,326",493.4,"225,664",7.5,"1,232,463,304",-8.9,"16,489"
2002?9?,??,"267,332",20.0,"2,257,961,951",508.2,"247,210",5.3,"1,317,855,661",-11.8,"20,122"
2002?10?,??,"300,751",24.5,"2,364,018,119",524.3,"274,389",4.2,"1,508,832,292",-7.9,"26,362"
2002?11?,??,"337,079",25.0,"2,519,930,486",492.3,"300,042",1.6,"1,651,733,221",-8.1,"37,037"
2002?12?,??,"371,794",21.3,"2,825,674,420",327.5,"329,401",3.1,"1,841,184,889",-6.8,"42,393"
2025?,??,"65,869,385",3.1,"3,779,291,444",-2.1,"65,854,980",3.2,"17,775,687,904",-5.4,"14,405"
2025?1?,??,"11,512,000",-4.9,"641,959,702",-16.7,"12,426,811",-7.7,"3,765,751,460",-3.6,"-914,811"
2025?2?,??,"23,803,305",-0.5,"1,399,489,891",-6.9,"24,669,770",-1.8,"7,036,753,308",-4.9,"-866,465"
2025?3?,??,"37,837,129",2.1,"2,178,388,131",-4.2,"39,202,758",2.9,"10,784,875,790",-3.6,"-1,365,629"
2025?4?,??,"51,929,879",3.1,"3,007,674,620",-2.4,"52,862,009",3.1,"14,349,337,050",-5.2,"-932,130"
2025?5?,??,"65,869,385",3.1,"3,779,291,444",-2.1,"65,854,980",3.2,"17,775,687,904",-5.4,"14,405"
2024?,??,"161,427,114",24.4,"8,842,913,376",4.5,"155,889,676",1.9,"43,621,477,023",3.3,"5,537,438"
2024?1?,??,"12,106,416",41.1,"770,406,259",27.8,"13,465,484",-6.4,"3,907,079,478",-0.4,"-1,359,068"
2024?2?,??,"23,929,315",32.0,"1,502,613,874",16.6,"25,130,898",-9.3,"7,398,177,649",-4.3,"-1,201,583"
2024?3?,??,"37,065,200",27.7,"2,274,234,080",10.8,"38,094,500",-8.6,"11,190,519,447",-1.5,"-1,029,300"
2024?4?,??,"50,356,772",31.2,"3,082,263,628",12.3,"51,269,836",-5.9,"15,137,746,579",4.5,"-913,064"
2024?5?,??,"63,892,471",31.3,"3,858,733,890",10.8,"63,814,282",-5.7,"18,795,421,276",4.2,"78,189"
2024?6?,??,"78,325,059",31.6,"4,577,523,820",8.9,"75,835,172",-6.0,"21,867,453,614",4.2,"2,489,887"
2024?7?,??,"92,069,174",31.9,"5,348,972,423",9.2,"89,908,903",-3.2,"25,401,457,230",5.2,"2,160,271"
2024?8?,??,"105,568,183",31.3,"5,999,344,865",7.5,"101,891,435",-2.7,"28,782,748,170",4.3,"3,676,748"
2024?9?,??,"119,858,190",29.8,"6,650,005,273",6.0,"114,600,981",-1.4,"32,131,245,729",4.7,"5,257,209"
2024?10?,??,"133,688,243",28.7,"7,364,197,864",5.6,"127,751,328",-0.4,"35,625,510,247",3.8,"5,936,915"
2024?11?,??,"146,790,017",25.9,"8,057,561,582",4.1,"140,862,638",0.6,"39,390,014,099",3.2,"5,927,379"
2024?12?,??,"161,427,114",24.4,"8,842,913,376",4.5,"155,889,676",1.9,"43,621,477,023",3.3,"5,537,438"
2023?,??,"129,741,804",-5.6,"8,460,832,062",6.9,"153,007,559",-14.0,"42,241,215,679",-2.1,"-23,265,755"
2023?1?,??,"8,578,617",-24.5,"602,836,991",-7.0,"14,390,527",-6.1,"3,924,122,017",-1.1,"-5,811,910"
2023?2?,??,"18,127,855",-18.6,"1,288,998,199",4.2,"27,697,706",-2.5,"7,732,987,702",9.6,"-9,569,851"
2023?3?,??,"29,026,620",-18.1,"2,052,186,227",4.6,"41,688,315",-6.0,"11,355,189,916",0.6,"-12,661,695"
2023?4?,??,"38,387,820",-18.7,"2,745,759,276",3.2,"54,492,342",-7.1,"14,480,143,246",-0.8,"-16,104,522"
2023?5?,??,"48,660,340",-18.3,"3,482,146,167",3.5,"67,699,512",-8.2,"18,034,517,900",-0.7,"-19,039,172"
2023?6?,??,"59,511,645",-17.0,"4,203,793,663",5.5,"80,634,822",-8.7,"20,986,667,783",-0.5,"-21,123,177"
2023?7?,??,"69,806,999",-16.7,"4,899,352,464",4.2,"92,878,929",-10.3,"24,153,470,913",-1.8,"-23,071,930"
2023?8?,??,"80,399,571",-15.1,"5,579,927,801",4.7,"104,759,695",-11.8,"27,598,724,061",-1.9,"-24,360,124"
2023?9?,??,"92,317,694",-13.2,"6,275,824,757",5.5,"116,278,579",-12.4,"30,701,999,639",-2.6,"-23,960,885"
2023?10?,??,"103,850,160",-10.5,"6,971,447,796",5.8,"128,252,770",-13.2,"34,331,216,267",-3.5,"-24,402,610"
2023?11?,??,"116,571,546",-7.5,"7,743,475,773",7.0,"140,056,888",-13.8,"38,171,407,413",-2.4,"-23,485,342"
2023?12?,??,"129,741,804",-5.6,"8,460,832,062",6.9,"153,007,559",-14.0,"42,241,215,679",-2.1,"-23,265,755"
2022?,??,"137,418,535",-0.3,"7,912,005,394",-5.7,"177,969,915",9.6,"43,135,798,418",-0.2,"-40,551,380"
2022?1?,??,"11,366,438",10.9,"648,278,033",-4.2,"15,318,328",18.1,"3,967,502,210",6.8,"-3,951,890"
2022?2?,??,"22,264,496",12.4,"1,237,376,877",-4.3,"28,416,264",16.0,"7,055,005,447",-3.8,"-6,151,768"
2022?3?,??,"35,458,190",13.9,"1,961,703,727",-5.2,"44,346,578",15.1,"11,292,795,503",0.9,"-8,888,388"
2022?4?,??,"47,237,760",11.2,"2,661,200,025",-4.9,"58,630,228",11.3,"14,589,774,884",0.4,"-11,392,468"
2022?5?,??,"59,533,372",11.3,"3,363,313,064",-4.2,"73,710,074",12.6,"18,154,811,797",2.1,"-14,176,702"
2022?6?,??,"71,713,219",9.8,"3,984,675,406",-6.3,"88,283,257",12.0,"21,088,962,926",-2.0,"-16,570,038"
2022?7?,??,"83,800,598",8.4,"4,700,812,024",-5.7,"103,502,792",11.7,"24,588,185,227",-2.4,"-19,702,194"
2022?8?,??,"94,655,709",6.7,"5,330,142,364",-5.5,"118,716,727",12.5,"28,140,720,174",-1.0,"-24,061,018"
2022?9?,??,"106,307,120",5.7,"5,946,437,275",-5.7,"132,704,419",12.2,"31,533,388,765",-1.2,"-26,397,299"
2022?10?,??,"115,987,030",3.4,"6,589,750,234",-5.6,"147,701,943",12.5,"35,564,374,811",0.4,"-31,714,913"
2022?11?,??,"125,968,527",1.0,"7,234,471,729",-5.8,"162,389,292",10.7,"39,125,957,893",-0.7,"-36,420,765"
2022?12?,??,"137,418,535",-0.3,"7,912,005,394",-5.7,"177,969,915",9.6,"43,135,798,418",-0.2,"-40,551,380"
2021?,??,"137,831,890",19.7,"8,391,483,899",7.7,"162,362,045",25.3,"43,234,244,402",11.5,"-24,530,155"
2021?1?,??,"10,246,981",19.1,"676,346,413",12.1,"12,973,815",29.7,"3,713,209,653",-1.9,"-2,726,834"
2021?2?,??,"19,806,042",16.5,"1,292,937,543",7.0,"24,497,306",27.5,"7,331,477,520",3.4,"-4,691,264"
2021?3?,??,"31,127,800",15.4,"2,069,202,855",6.0,"38,543,946",24.9,"11,194,713,833",7.7,"-7,416,146"
2021?4?,??,"42,486,667",18.1,"2,798,734,348",6.8,"52,665,902",27.4,"14,538,048,636",7.0,"-10,179,235"
2021?5?,??,"53,481,910",20.1,"3,512,541,451",11.1,"65,448,059",25.2,"17,775,185,393",6.0,"-11,966,149"
2021?6?,??,"65,324,148",21.2,"4,254,573,771",12.8,"78,849,459",24.7,"21,527,213,340",7.9,"-13,525,311"
2021?7?,??,"77,323,271",20.9,"4,986,210,007",12.3,"92,673,633",24.0,"25,189,435,767",10.1,"-15,350,362"
2021?8?,??,"88,705,585",21.4,"5,639,829,286",12.4,"105,559,958",24.4,"28,427,684,339",12.1,"-16,854,373"
2021?9?,??,"100,606,458",19.7,"6,303,417,676",10.3,"118,316,740",23.2,"31,921,060,068",11.7,"-17,710,282"
2021?10?,??,"112,216,105",19.3,"6,979,535,909",9.4,"131,344,821",23.3,"35,427,546,475",10.9,"-19,128,716"
2021?11?,??,"124,756,092",19.7,"7,680,876,297",8.8,"146,748,855",25.2,"39,382,369,434",11.9,"-21,992,763"
2021?12?,??,"137,831,890",19.7,"8,391,483,899",7.7,"162,362,045",25.3,"43,234,244,402",11.5,"-24,530,155"
2020?,??,"115,156,583",-1.3,"7,790,561,400",-6.9,"129,540,650",5.9,"38,764,798,360",-5.5,"-14,384,067"
2020?1?,??,"8,602,265",-13.7,"603,331,464",-15.7,"10,004,751",-10.0,"3,783,716,284",-6.4,"-1,402,486"
2020?2?,??,"17,006,870",-6.7,"1,208,673,017",-5.8,"19,210,777",-2.5,"7,088,269,438",0.7,"-2,203,907"
2020?3?,??,"26,966,251",-6.4,"1,951,382,123",-1.8,"30,855,472",2.8,"10,391,772,861",4.4,"-3,889,221"
2020?4?,??,"35,979,638",-8.9,"2,621,368,021",-5.2,"41,343,474",-0.3,"13,583,569,422",0.2,"-5,363,836"
2020?5?,??,"44,519,307",-10.4,"3,160,622,758",-9.8,"52,265,037",-0.1,"16,768,519,247",-0.7,"-7,745,730"
2020?6?,??,"53,904,551",-9.0,"3,772,563,560",-9.3,"63,246,640",1.7,"19,955,306,789",-0.2,"-9,342,089"
2020?7?,??,"63,937,874",-7.4,"4,438,262,172",-9.1,"74,745,603",2.7,"22,872,930,367",-2.7,"-10,807,729"
2020?8?,??,"73,070,025",-6.6,"5,015,817,762",-9.7,"84,850,409",2.5,"25,350,176,017",-5.9,"-11,780,384"
2020?9?,??,"84,058,529",-4.0,"5,712,823,303",-8.0,"96,005,253",3.9,"28,571,310,246",-4.6,"-11,946,724"
2020?10?,??,"94,096,304",-3.4,"6,381,245,838",-8.3,"106,564,949",4.3,"31,941,917,145",-4.3,"-12,468,645"
2020?11?,??,"104,207,985",-2.7,"7,062,535,718",-8.1,"117,166,472",4.6,"35,209,069,239",-4.7,"-12,958,487"
2020?12?,??,"115,156,583",-1.3,"7,790,561,400",-6.9,"129,540,650",5.9,"38,764,798,360",-5.5,"-14,384,067"
2019?,??,"116,686,150",-18.6,"8,370,858,304",-3.1,"122,271,381",-7.1,"41,009,978,949",-2.4,"-5,585,231"
2019?1?,??,"9,971,258",-9.2,"716,026,363",6.7,"11,121,028",-6.0,"4,040,294,139",6.1,"-1,149,770"
2019?2?,??,"18,231,001",-13.1,"1,283,316,964",-0.5,"19,694,891",-12.4,"7,041,563,858",-5.0,"-1,463,890"
2019?3?,??,"28,810,877",-13.3,"1,987,943,294",-1.5,"30,006,370",-13.0,"9,951,216,175",-10.9,"-1,195,493"
2019?4?,??,"39,504,817",-11.9,"2,765,348,813",0.0,"41,466,574",-10.0,"13,551,763,268",-6.3,"-1,961,757"
2019?5?,??,"49,694,550",-13.6,"3,505,357,000",-2.2,"52,341,841",-8.1,"16,880,491,821",-3.6,"-2,647,291"
2019?6?,??,"59,257,358",-15.3,"4,158,719,023",-3.2,"62,166,302",-8.2,"19,997,577,749",-4.4,"-2,908,944"
2019?7?,??,"69,067,502",-16.3,"4,881,020,830",-3.6,"72,763,276",-6.9,"23,516,208,343",-2.5,"-3,695,774"
2019?8?,??,"78,237,325",-17.7,"5,554,230,851",-3.5,"82,763,632",-6.4,"26,941,494,834",-1.7,"-4,526,307"
2019?9?,??,"87,544,146",-18.3,"6,208,884,502",-2.6,"92,393,503",-6.1,"29,949,072,377",-2.3,"-4,849,357"
2019?10?,??,"97,400,990",-19.0,"6,960,961,101",-2.4,"102,184,347",-6.6,"33,371,187,750",-3.2,"-4,783,357"
2019?11?,??,"107,078,078",-19.1,"7,681,194,415",-2.9,"111,972,082",-7.1,"36,953,078,687",-3.3,"-4,894,004"
2019?12?,??,"116,686,150",-18.6,"8,370,858,304",-3.1,"122,271,381",-7.1,"41,009,978,949",-2.4,"-5,585,231"
2018?,??,"143,337,997",15.5,"8,640,609,258",-4.5,"131,558,655",4.7,"42,006,483,315",-0.4,"11,779,342"
2018?1?,??,"10,982,627",26.2,"671,294,359",-1.3,"11,833,143",25.5,"3,807,703,204",-7.6,"-850,516"
2018?2?,??,"20,970,160",17.6,"1,290,060,864",-8.6,"22,471,047",23.4,"7,410,272,231",-0.7,"-1,500,887"
2018?3?,??,"33,230,529",17.2,"2,018,199,883",-10.4,"34,472,128",16.7,"11,172,763,925",-1.6,"-1,241,599"
2018?4?,??,"44,837,516",15.6,"2,765,444,366",-7.0,"46,052,319",16.0,"14,456,064,526",-4.0,"-1,214,803"
2018?5?,??,"57,486,386",17.7,"3,582,572,456",-11.1,"56,958,738",12.9,"17,513,061,548",-3.8,"527,648"
2018?6?,??,"69,949,865",18.5,"4,298,393,480",-10.7,"67,716,491",8.8,"20,912,895,514",-4.7,"2,233,374"
2018?7?,??,"82,553,501",19.3,"5,062,579,902",-8.1,"78,171,924",7.5,"24,126,829,741",-4.2,"4,381,577"
2018?8?,??,"95,042,522",18.8,"5,757,251,445",-7.1,"88,376,940",5.8,"27,409,800,617",-3.8,"6,665,582"
2018?9?,??,"107,121,632",17.0,"6,375,442,562",-8.5,"98,375,848",3.7,"30,660,719,860",-3.5,"8,745,784"
2018?10?,??,"120,271,855",18.3,"7,131,651,581",-5.6,"109,399,003",4.9,"34,482,157,421",-1.0,"10,872,852"
2018?11?,??,"132,391,085",17.0,"7,907,952,708",-5.1,"120,520,256",4.9,"38,231,933,300",-0.2,"11,870,829"
2018?12?,??,"143,337,997",15.5,"8,640,609,258",-4.5,"131,558,655",4.7,"42,006,483,315",-0.4,"11,779,342"
2017?,??,"124,128,761",26.5,"9,044,506,693",2.4,"125,665,228",23.1,"42,189,520,388",-1.2,"-1,536,467"
2017?1?,??,"8,701,405",24.3,"680,103,740",-0.2,"9,428,253",17.6,"4,122,063,299",6.0,"-726,848"
2017?2?,??,"17,834,663",29.8,"1,412,151,766",7.2,"18,206,880",16.2,"7,462,852,102",3.6,"-372,217"
2017?3?,??,"28,344,089",29.9,"2,253,156,643",7.6,"29,550,513",21.0,"11,350,776,097",2.5,"-1,206,424"
2017?4?,??,"38,772,775",32.5,"2,973,200,350",4.1,"39,707,336",20.3,"15,061,129,086",3.2,"-934,561"
2017?5?,??,"48,848,796",32.2,"4,031,908,052",12.6,"50,450,414",23.4,"18,197,524,901",1.2,"-1,601,618"
2017?6?,??,"59,030,737",30.0,"4,813,073,393",10.1,"62,253,581",27.0,"21,946,921,420",2.6,"-3,222,844"
2017?7?,??,"69,187,453",28.2,"5,505,897,637",6.9,"72,719,079",27.3,"25,187,599,785",2.4,"-3,531,626"
2017?8?,??,"79,993,514",29.2,"6,195,829,680",6.5,"83,551,877",26.0,"28,505,196,112",1.3,"-3,558,363"
2017?9?,??,"91,574,702",30.4,"6,971,501,818",7.1,"94,845,709",27.0,"31,760,161,427",1.0,"-3,271,007"
2017?10?,??,"101,643,030",28.8,"7,552,304,385",4.4,"104,312,681",25.3,"34,821,482,608",-0.2,"-2,669,651"
2017?11?,??,"113,134,770",28.2,"8,336,025,799",4.2,"114,844,851",24.1,"38,307,523,575",-1.1,"-1,710,081"
2017?12?,??,"124,128,761",26.5,"9,044,506,693",2.4,"125,665,228",23.1,"42,189,520,388",-1.2,"-1,536,467"
2016?,??,"98,090,579",-7.4,"8,832,098,492",18.5,"102,081,960",-0.6,"42,694,031,554",6.0,"-3,991,381"
2016?1?,??,"6,997,738",-25.7,"681,322,702",18.9,"8,015,397",-9.7,"3,887,178,428",10.4,"-1,017,659"
2016?2?,??,"13,738,297",-24.2,"1,317,332,006",19.4,"15,665,859",-5.5,"7,206,784,284",15.4,"-1,927,562"
2016?3?,??,"21,814,348",-21.4,"2,094,377,167",24.1,"24,412,874",-4.9,"11,070,085,352",15.4,"-2,598,526"
2016?4?,??,"29,273,167",-21.3,"2,855,079,793",24.9,"33,003,759",-4.4,"14,598,767,301",12.0,"-3,730,592"
2016?5?,??,"36,951,210",-20.2,"3,581,467,371",26.8,"40,878,603",-2.0,"17,973,142,053",16.0,"-3,927,393"
2016?6?,??,"45,394,725",-18.6,"4,371,431,156",28.4,"49,028,616",-1.2,"21,381,846,972",19.2,"-3,633,891"
2016?7?,??,"53,980,199",-16.8,"5,148,894,361",29.0,"57,132,433",-1.5,"24,597,336,039",17.9,"-3,152,234"
2016?8?,??,"61,931,231",-15.3,"5,819,050,062",26.6,"66,312,750",0.3,"28,151,129,238",18.6,"-4,381,519"
2016?9?,??,"70,209,779",-13.7,"6,510,212,886",24.0,"74,687,607",-0.1,"31,431,812,601",17.3,"-4,477,828"
2016?10?,??,"78,886,742",-12.1,"7,233,445,977",21.0,"83,239,722",-1.8,"34,904,852,140",7.3,"-4,352,980"
2016?11?,??,"88,227,675",-9.7,"7,999,845,753",19.7,"92,522,251",-1.3,"38,748,626,622",7.3,"-4,294,576"
2016?12?,??,"98,090,579",-7.4,"8,832,098,492",18.5,"102,081,960",-0.6,"42,694,031,554",6.0,"-3,991,381"
2015?,??,"105,907,816",-5.1,"7,451,839,344",7.6,"102,717,923",-2.0,"40,278,872,103",8.6,"3,189,893"
2015?1?,??,"9,412,306",11.0,"572,928,645",2.1,"8,878,440",0.4,"3,522,521,121",-11.6,"533,866"
2015?2?,??,"18,124,418",9.2,"1,103,379,487",-1.1,"16,577,060",-7.0,"6,243,401,880",-24.7,"1,547,358"
2015?3?,??,"27,757,557",6.3,"1,687,928,642",-1.7,"25,672,248",-6.3,"9,594,325,734",-18.0,"2,085,309"
2015?4?,??,"37,178,591",3.7,"2,285,977,310",-4.4,"34,532,272",-6.3,"13,031,624,351",-13.1,"2,646,319"
2015?5?,??,"46,330,896",4.1,"2,824,911,276",-4.1,"41,733,087",-7.3,"15,487,877,629",-11.6,"4,597,809"
2015?6?,??,"55,747,423",4.6,"3,403,618,834",-3.3,"49,606,746",-6.8,"17,940,904,091",-11.2,"6,140,677"
2015?7?,??,"64,914,467",3.2,"3,992,031,013",-3.3,"57,994,183",-5.7,"20,861,807,545",-8.8,"6,920,284"
2015?8?,??,"73,084,539",2.0,"4,596,791,757",-0.6,"66,084,542",-4.8,"23,744,778,423",-7.0,"6,999,997"
2015?9?,??,"81,392,663",0.4,"5,248,789,032",2.1,"74,784,673",-3.9,"26,785,063,209",-4.9,"6,607,990"
2015?10?,??,"89,702,696",-1.6,"5,976,588,302",4.3,"84,771,824",-2.0,"32,530,439,317",4.7,"4,930,872"
2015?11?,??,"97,666,945",-3.4,"6,682,728,187",6.5,"93,735,149",-1.3,"36,128,423,430",7.1,"3,931,796"
2015?12?,??,"105,907,816",-5.1,"7,451,839,344",7.6,"102,717,923",-2.0,"40,278,872,103",8.6,"3,189,893"
2014?,??,"111,641,042",9.4,"6,928,355,805",0.8,"104,821,449",2.6,"37,081,872,942",-4.1,"6,819,593"
